id,cond,step,n_body_revealed,pos_norm,s_target,drop,cumulative_drop
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,18,18,0.5806451612903226,3.6522860527038574,0.029998302459716797,1.0938811302185059
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,19,19,0.6129032258064516,3.7454183101654053,-0.09313225746154785,1.000748872756958
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,20,20,0.6451612903225806,3.555826425552368,0.1895918846130371,1.1903407573699951
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,21,21,0.6774193548387096,3.4314146041870117,0.12441182136535645,1.3147525787353516
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,22,22,0.7096774193548387,3.4300103187561035,0.0014042854309082031,1.3161568641662598
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,23,23,0.7419354838709677,3.508199453353882,-0.07818913459777832,1.2379677295684814
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,24,24,0.7741935483870968,3.431918144226074,0.07628130912780762,1.314249038696289
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,25,25,0.8064516129032258,3.533353090286255,-0.10143494606018066,1.2128140926361084
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,26,26,0.8387096774193549,3.486748695373535,0.04660439491271973,1.2594184875488281
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,27,27,0.8709677419354839,3.7109286785125732,-0.22417998313903809,1.03523850440979
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,28,28,0.9032258064516129,3.5982563495635986,0.11267232894897461,1.1479108333587646
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,29,29,0.9354838709677419,3.387590169906616,0.21066617965698242,1.358577013015747
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,30,30,0.967741935483871,3.344884157180786,0.04270601272583008,1.4012830257415771
conv_000cdfd292524cb2af708e5da4c2f0ae,LLM-LLM,31,31,1.0,2.973144054412842,0.37174010276794434,1.7730231285095215
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,0,0,0.0,4.5206170082092285,,0.0
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,1,1,0.05,3.6422791481018066,0.8783378601074219,0.8783378601074219
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,2,2,0.1,3.6508491039276123,-0.008569955825805664,0.8697679042816162
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,3,3,0.15,3.4958956241607666,0.1549534797668457,1.024721384048462
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,4,4,0.2,3.4732308387756348,0.022664785385131836,1.0473861694335938
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,5,5,0.25,3.41977596282959,0.05345487594604492,1.1008410453796387
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,6,6,0.3,3.3368778228759766,0.08289813995361328,1.183739185333252
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,7,7,0.35,3.4845142364501953,-0.14763641357421875,1.0361027717590332
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,8,8,0.4,3.608246088027954,-0.12373185157775879,0.9123709201812744
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,9,9,0.45,3.4637129306793213,0.1445331573486328,1.0569040775299072
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,10,10,0.5,3.322147846221924,0.14156508445739746,1.1984691619873047
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,11,11,0.55,3.251650333404541,0.07049751281738281,1.2689666748046875
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,12,12,0.6,3.269211530685425,-0.01756119728088379,1.2514054775238037
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,13,13,0.65,2.982206106185913,0.2870054244995117,1.5384109020233154
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,14,14,0.7,3.034569501876831,-0.05236339569091797,1.4860475063323975
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,15,15,0.75,3.1282010078430176,-0.09363150596618652,1.392416000366211
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,16,16,0.8,3.0253002643585205,0.10290074348449707,1.495316743850708
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,17,17,0.85,3.096250534057617,-0.07095026969909668,1.4243664741516113
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,18,18,0.9,2.7128467559814453,0.3834037780761719,1.8077702522277832
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,19,19,0.95,2.156541347503662,0.5563054084777832,2.3640756607055664
conv_01d1444f684c48af9cc5978f92742c23,LLM-LLM,20,20,1.0,1.9660025835037231,0.19053876399993896,2.5546144247055054
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,0,0,0.0,4.703103542327881,,0.0
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,1,1,0.03571428571428571,3.6267025470733643,1.0764009952545166,1.0764009952545166
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,2,2,0.07142857142857142,3.2870371341705322,0.33966541290283203,1.4160664081573486
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,3,3,0.10714285714285714,3.4897468090057373,-0.20270967483520508,1.2133567333221436
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,4,4,0.14285714285714285,3.3216636180877686,0.16808319091796875,1.3814399242401123
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,5,5,0.17857142857142858,3.385181188583374,-0.06351757049560547,1.3179223537445068
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,6,6,0.21428571428571427,3.353426456451416,0.03175473213195801,1.3496770858764648
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,7,7,0.25,3.32228422164917,0.031142234802246094,1.380819320678711
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,8,8,0.2857142857142857,3.311784267425537,0.010499954223632812,1.3913192749023438
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,9,9,0.32142857142857145,3.545318126678467,-0.2335338592529297,1.157785415649414
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,10,10,0.35714285714285715,3.4719736576080322,0.07334446907043457,1.2311298847198486
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,11,11,0.39285714285714285,3.584550142288208,-0.11257648468017578,1.1185534000396729
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,12,12,0.42857142857142855,3.379535436630249,0.20501470565795898,1.3235681056976318
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,13,13,0.4642857142857143,3.533144474029541,-0.153609037399292,1.1699590682983398
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,14,14,0.5,3.2243974208831787,0.3087470531463623,1.4787061214447021
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,15,15,0.5357142857142857,3.41365122795105,-0.1892538070678711,1.289452314376831
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,16,16,0.5714285714285714,3.2064273357391357,0.20722389221191406,1.4966762065887451
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,17,17,0.6071428571428571,3.156740665435791,0.04968667030334473,1.5463628768920898
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,18,18,0.6428571428571429,2.9299848079681396,0.22675585746765137,1.7731187343597412
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,19,19,0.6785714285714286,3.0244181156158447,-0.09443330764770508,1.6786854267120361
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,20,20,0.7142857142857143,2.944291353225708,0.08012676239013672,1.7588121891021729
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,21,21,0.75,3.2279675006866455,-0.2836761474609375,1.4751360416412354
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,22,22,0.7857142857142857,3.2062766551971436,0.021690845489501953,1.4968268871307373
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,23,23,0.8214285714285714,3.4011623859405518,-0.1948857307434082,1.301941156387329
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,24,24,0.8571428571428571,2.9011929035186768,0.499969482421875,1.801910638809204
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,25,25,0.8928571428571429,2.859438180923462,0.041754722595214844,1.843665361404419
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,26,26,0.9285714285714286,3.4424092769622803,-0.5829710960388184,1.2606942653656006
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,27,27,0.9642857142857143,3.1551706790924072,0.28723859786987305,1.5479328632354736
conv_02fdeabba72446648a887222c6b4a9a0,LLM-LLM,28,28,1.0,2.431447744369507,0.7237229347229004,2.271655797958374
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,0,0,0.0,3.8000783920288086,,0.0
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,1,1,0.058823529411764705,3.294313907623291,0.5057644844055176,0.5057644844055176
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,2,2,0.11764705882352941,3.1394219398498535,0.1548919677734375,0.6606564521789551
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,3,3,0.17647058823529413,2.6118946075439453,0.5275273323059082,1.1881837844848633
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,4,4,0.23529411764705882,2.6804769039154053,-0.06858229637145996,1.1196014881134033
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,5,5,0.29411764705882354,2.740729808807373,-0.06025290489196777,1.0593485832214355
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,6,6,0.35294117647058826,2.673203229904175,0.06752657890319824,1.1268751621246338
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,7,7,0.4117647058823529,2.6927616596221924,-0.019558429718017578,1.1073167324066162
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,8,8,0.47058823529411764,2.69887375831604,-0.006112098693847656,1.1012046337127686
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,9,9,0.5294117647058824,2.587554454803467,0.11131930351257324,1.2125239372253418
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,10,10,0.5882352941176471,2.4287776947021484,0.15877676010131836,1.3713006973266602
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,11,11,0.6470588235294118,2.370612382888794,0.05816531181335449,1.4294660091400146
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,12,12,0.7058823529411765,2.2008464336395264,0.16976594924926758,1.5992319583892822
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,13,13,0.7647058823529411,2.4877564907073975,-0.2869100570678711,1.3123219013214111
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,14,14,0.8235294117647058,2.3367693424224854,0.1509871482849121,1.4633090496063232
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,15,15,0.8823529411764706,2.37211012840271,-0.03534078598022461,1.4279682636260986
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,16,16,0.9411764705882353,2.011540412902832,0.36056971549987793,1.7885379791259766
conv_0388f204ccd644f39221d0d8afff6d09,LLM-LLM,17,17,1.0,1.7952663898468018,0.21627402305603027,2.004812002182007
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,0,0,0.0,3.752974510192871,,0.0
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,1,1,0.045454545454545456,3.2660152912139893,0.48695921897888184,0.48695921897888184
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,2,2,0.09090909090909091,3.270033597946167,-0.004018306732177734,0.4829409122467041
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,3,3,0.13636363636363635,3.3292222023010254,-0.0591886043548584,0.4237523078918457
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,4,4,0.18181818181818182,3.074915647506714,0.2543065547943115,0.6780588626861572
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,5,5,0.22727272727272727,2.991962432861328,0.08295321464538574,0.761012077331543
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,6,6,0.2727272727272727,3.0221107006073,-0.03014826774597168,0.7308638095855713
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,7,7,0.3181818181818182,3.026306629180908,-0.0041959285736083984,0.7266678810119629
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,8,8,0.36363636363636365,3.0613861083984375,-0.0350794792175293,0.6915884017944336
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,9,9,0.4090909090909091,3.047668695449829,0.013717412948608398,0.705305814743042
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,10,10,0.45454545454545453,3.00943922996521,0.03822946548461914,0.7435352802276611
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,11,11,0.5,3.0715577602386475,-0.0621185302734375,0.6814167499542236
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,12,12,0.5454545454545454,3.0025012493133545,0.06905651092529297,0.7504732608795166
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,13,13,0.5909090909090909,2.939171314239502,0.06332993507385254,0.8138031959533691
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,14,14,0.6363636363636364,3.0240490436553955,-0.08487772941589355,0.7289254665374756
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,15,15,0.6818181818181818,2.9759180545806885,0.04813098907470703,0.7770564556121826
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,16,16,0.7272727272727273,2.8873090744018555,0.08860898017883301,0.8656654357910156
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,17,17,0.7727272727272727,2.8587162494659424,0.028592824935913086,0.8942582607269287
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,18,18,0.8181818181818182,2.8518450260162354,0.006871223449707031,0.9011294841766357
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,19,19,0.8636363636363636,2.8501946926116943,0.0016503334045410156,0.9027798175811768
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,20,20,0.9090909090909091,2.8024916648864746,0.04770302772521973,0.9504828453063965
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,21,21,0.9545454545454546,2.786012649536133,0.016479015350341797,0.9669618606567383
conv_07895a6494a74fd3bbbf1c629d890e9d,LLM-LLM,22,22,1.0,2.6211841106414795,0.16482853889465332,1.1317903995513916
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,0,0,0.0,7.5491461753845215,,0.0
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,1,1,0.045454545454545456,5.008425712585449,2.5407204627990723,2.5407204627990723
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,2,2,0.09090909090909091,5.86159086227417,-0.8531651496887207,1.6875553131103516
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,3,3,0.13636363636363635,6.01005744934082,-0.1484665870666504,1.5390887260437012
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,4,4,0.18181818181818182,5.831239223480225,0.1788182258605957,1.7179069519042969
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,5,5,0.22727272727272727,6.15867280960083,-0.32743358612060547,1.3904733657836914
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,6,6,0.2727272727272727,5.943871021270752,0.21480178833007812,1.6052751541137695
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,7,7,0.3181818181818182,6.416627407073975,-0.47275638580322266,1.1325187683105469
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,8,8,0.36363636363636365,5.604170799255371,0.8124566078186035,1.9449753761291504
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,9,9,0.4090909090909091,5.428188323974609,0.17598247528076172,2.120957851409912
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,10,10,0.45454545454545453,5.190737247467041,0.23745107650756836,2.3584089279174805
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,11,11,0.5,5.842979431152344,-0.6522421836853027,1.7061667442321777
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,12,12,0.5454545454545454,3.915844440460205,1.9271349906921387,3.6333017349243164
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,13,13,0.5909090909090909,3.629589319229126,0.2862551212310791,3.9195568561553955
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,14,14,0.6363636363636364,5.0538649559021,-1.4242756366729736,2.495281219482422
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,15,15,0.6818181818181818,5.068040370941162,-0.0141754150390625,2.4811058044433594
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,16,16,0.7272727272727273,5.167500972747803,-0.09946060180664062,2.3816452026367188
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,17,17,0.7727272727272727,4.283916473388672,0.8835844993591309,3.2652297019958496
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,18,18,0.8181818181818182,4.703467845916748,-0.41955137252807617,2.8456783294677734
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,19,19,0.8636363636363636,4.566939353942871,0.13652849197387695,2.9822068214416504
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,20,20,0.9090909090909091,3.3941845893859863,1.1727547645568848,4.154961585998535
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,21,21,0.9545454545454546,2.294728994369507,1.0994555950164795,5.254417181015015
conv_1135e4a162c64105aaf2934e6fecd74b,LLM-LLM,22,22,1.0,1.3859144449234009,0.908814549446106,6.163231730461121
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,0,0,0.0,3.49674654006958,,0.0
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,1,1,0.03125,2.5300002098083496,0.9667463302612305,0.9667463302612305
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,2,2,0.0625,2.631423234939575,-0.10142302513122559,0.8653233051300049
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,3,3,0.09375,2.5186076164245605,0.11281561851501465,0.9781389236450195
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,4,4,0.125,2.7017624378204346,-0.18315482139587402,0.7949841022491455
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,5,5,0.15625,2.610842704772949,0.09091973304748535,0.8859038352966309
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,6,6,0.1875,2.4488680362701416,0.16197466850280762,1.0478785037994385
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,7,7,0.21875,2.6922011375427246,-0.243333101272583,0.8045454025268555
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,8,8,0.25,2.714763641357422,-0.022562503814697266,0.7819828987121582
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,9,9,0.28125,2.514814853668213,0.19994878768920898,0.9819316864013672
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,10,10,0.3125,2.4837076663970947,0.031107187271118164,1.0130388736724854
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,11,11,0.34375,2.28523588180542,0.1984717845916748,1.2115106582641602
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,12,12,0.375,2.582690477371216,-0.2974545955657959,0.9140560626983643
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,13,13,0.40625,2.4712376594543457,0.11145281791687012,1.0255088806152344
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,14,14,0.4375,2.9155936241149902,-0.44435596466064453,0.5811529159545898
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,15,15,0.46875,2.569624662399292,0.34596896171569824,0.9271218776702881
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,16,16,0.5,2.92536997795105,-0.3557453155517578,0.5713765621185303
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,17,17,0.53125,2.5655405521392822,0.3598294258117676,0.9312059879302979
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,18,18,0.5625,2.6872873306274414,-0.12174677848815918,0.8094592094421387
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,19,19,0.59375,2.6082680225372314,0.07901930809020996,0.8884785175323486
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,20,20,0.625,2.7201900482177734,-0.11192202568054199,0.7765564918518066
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,21,21,0.65625,2.7206664085388184,-0.0004763603210449219,0.7760801315307617
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,22,22,0.6875,2.7219057083129883,-0.0012392997741699219,0.7748408317565918
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,23,23,0.71875,2.5693717002868652,0.15253400802612305,0.9273748397827148
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,24,24,0.75,2.6151349544525146,-0.045763254165649414,0.8816115856170654
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,25,25,0.78125,2.5991132259368896,0.016021728515625,0.8976333141326904
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,26,26,0.8125,2.6869165897369385,-0.08780336380004883,0.8098299503326416
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,27,27,0.84375,2.3753933906555176,0.3115231990814209,1.1213531494140625
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,28,28,0.875,2.364330291748047,0.011063098907470703,1.1324162483215332
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,29,29,0.90625,2.3173866271972656,0.04694366455078125,1.1793599128723145
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,30,30,0.9375,2.1826066970825195,0.1347799301147461,1.3141398429870605
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,31,31,0.96875,2.061647891998291,0.12095880508422852,1.435098648071289
conv_11c2622ee391485c9913d2f1479b665b,LLM-LLM,32,32,1.0,1.2691065073013306,0.7925413846969604,2.2276400327682495
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,0,0,0.0,4.516897678375244,,0.0
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,1,1,0.037037037037037035,3.9321975708007812,0.5847001075744629,0.5847001075744629
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,2,2,0.07407407407407407,3.7707271575927734,0.1614704132080078,0.7461705207824707
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,3,3,0.1111111111111111,3.7821033000946045,-0.011376142501831055,0.7347943782806396
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,4,4,0.14814814814814814,3.705972909927368,0.07613039016723633,0.810924768447876
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,5,5,0.18518518518518517,3.8157718181610107,-0.10979890823364258,0.7011258602142334
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,6,6,0.2222222222222222,3.6706290245056152,0.1451427936553955,0.8462686538696289
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,7,7,0.25925925925925924,3.1488146781921387,0.5218143463134766,1.3680830001831055
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,8,8,0.2962962962962963,3.1719579696655273,-0.023143291473388672,1.3449397087097168
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,9,9,0.3333333333333333,2.945094108581543,0.22686386108398438,1.5718035697937012
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,10,10,0.37037037037037035,2.990199089050293,-0.04510498046875,1.5266985893249512
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,11,11,0.4074074074074074,2.862044334411621,0.12815475463867188,1.654853343963623
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,12,12,0.4444444444444444,3.0614967346191406,-0.19945240020751953,1.4554009437561035
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,13,13,0.48148148148148145,3.1316723823547363,-0.0701756477355957,1.3852252960205078
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,14,14,0.5185185185185185,2.9675047397613525,0.1641676425933838,1.5493929386138916
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,15,15,0.5555555555555556,2.9994328022003174,-0.031928062438964844,1.5174648761749268
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,16,16,0.5925925925925926,2.9508659839630127,0.04856681823730469,1.5660316944122314
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,17,17,0.6296296296296297,3.009232759475708,-0.05836677551269531,1.5076649188995361
conv_13f71095fd0a4a1d8a69de1414e8a7b7,LLM-LLM,18,18,0.6666666666666666,3.026991367340088,-0.017758607864379883,1.4899063110351562
